time,methane_concentration,light_intensity,absorption_peak,relativity,pcb_temperature,laser_temperature,tec_current,laser_housing_temperature,SNR,status,ver,err_code,flight_status,longitude,latitude,altitude,relative_altitude,home_distance,speed,dis_code,distance,dest_longitude,dest_latitude,uav_pitch,uav_roll,uav_yaw,gimbal_pitch,gimbal_roll,gimbal_yaw,camera_focal_length,camera_zoom,file_name
2026-03-10_00:56:18:376,0,23,763,986,32,24,157,26,4,0,19,0,2,-75.6987968,45.3853718,  32.7,   1.2,1.2, 0.0,0,92.5,-75.6989179,45.3861992,-1.4,-1.1,-7.0,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:18:476,0,22,764,990,32,24,172,26,2,0,19,0,2,-75.6987968,45.3853718,  32.7,   1.2,1.2, 0.0,0,92.5,-75.6989180,45.3861992,-1.4,-1.3,-6.9,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:18:576,0,19,763,983,32,24,167,26,0,0,19,0,2,-75.6987967,45.3853718,  32.7,   1.2,1.2, 0.0,0,92.5,-75.6989179,45.3861992,-1.5,-2.2,-6.9,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:18:676,0,24,763,991,32,24,160,26,6,0,19,0,2,-75.6987967,45.3853718,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989157,45.3861985,-1.5,-3.2,-7.0,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:18:776,0,24,763,983,32,24,154,26,9,0,19,0,2,-75.6987966,45.3853718,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989156,45.3861985,-1.5,-3.7,-7.1,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:18:876,0,25,763,985,32,24,160,26,2,0,19,0,2,-75.6987966,45.3853718,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861984,-1.2,-3.5,-7.3,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:18:976,0,26,763,982,32,24,169,26,2,0,19,0,2,-75.6987966,45.3853719,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989157,45.3861986,-0.9,-2.9,-7.5,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:19:076,0,25,763,975,32,24,169,26,3,0,19,0,2,-75.6987967,45.3853719,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861984,-0.9,-2.5,-7.6,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:19:176,0,25,763,975,32,24,169,26,3,0,19,0,2,-75.6987967,45.3853719,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989178,45.3861984,-1.2,-2.5,-7.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:19:276,0,25,763,985,32,24,154,26,0,0,19,0,2,-75.6987967,45.3853719,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861985,-1.6,-2.8,-7.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:19:376,0,27,763,989,32,24,154,26,0,0,19,0,2,-75.6987967,45.3853720,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861985,-1.7,-3.0,-7.7,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:19:476,0,33,763,994,32,24,163,26,7,0,19,0,2,-75.6987966,45.3853720,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861986,-1.5,-3.0,-7.8,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:19:576,0,30,763,987,32,24,169,26,10,0,19,0,2,-75.6987967,45.3853721,  32.7,   1.1,1.2, 0.0,0,92.4,-75.6989177,45.3861986,-1.2,-2.9,-7.7,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:19:677,0,32,763,989,32,24,172,26,6,0,19,0,2,-75.6987967,45.3853721,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853721,-1.0,-2.8,-7.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:19:777,0,38,763,993,32,24,154,26,8,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-0.8,-2.8,-7.7,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:19:877,0,37,763,990,32,23,154,26,10,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-0.9,-2.7,-7.7,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:19:977,0,37,763,990,32,23,154,26,10,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-1.1,-2.6,-7.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:20:077,0,37,763,991,32,24,173,26,1,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-1.4,-2.6,-7.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:20:177,0,38,763,992,32,24,170,26,0,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-1.6,-2.7,-7.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:20:277,0,38,764,994,32,24,163,26,3,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-1.5,-2.9,-7.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:20:377,0,40,763,994,32,24,155,26,3,0,19,0,2,-75.6987967,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853722,-1.3,-2.9,-7.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:20:477,0,39,763,988,32,24,160,26,5,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.1,-2.7,-7.8,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:20:577,0,39,763,991,32,24,167,26,5,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.0,-2.6,-7.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:20:677,0,39,763,991,32,24,167,26,5,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987968,45.3853723,-1.0,-2.5,-7.9,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:20:777,0,38,763,989,32,24,167,26,1,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987968,45.3853723,-1.1,-2.4,-7.9,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:20:877,0,39,763,990,32,24,154,26,2,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987968,45.3853723,-1.2,-2.4,-7.9,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:20:977,0,41,763,992,32,24,157,26,2,0,19,0,2,-75.6987968,45.3853722,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987968,45.3853722,-1.2,-2.5,-7.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:21:077,0,45,763,993,32,24,169,26,1,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.2,-2.8,-7.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:21:177,0,48,763,993,32,24,167,26,3,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.0,-3.1,-7.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:21:377,1551,51,763,993,32,24,154,26,22,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.0,-2.1,-7.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:21:477,1551,51,763,993,32,24,154,26,22,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,1, 0.0,-75.6987967,45.3853723,-1.1,-1.5,-7.5,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:21:577,0,49,763,992,32,24,160,26,9,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.1,1.2, 0.1,1, 0.0,-75.6987967,45.3853724,-1.3,-2.4,-2.3,-0.7,-2.0,-5.7,8,8,
2026-03-10_00:56:21:678,0,56,763,994,32,24,170,26,1,0,19,0,2,-75.6987966,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989139,45.3862019,-1.1,-4.1, 4.3,-0.7,-2.2,-5.7,8,8,
2026-03-10_00:56:21:778,293,82,763,992,32,24,169,26,5,0,19,0,2,-75.6987966,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989161,45.3862018,-0.5,-4.2, 9.7,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:21:878,352,87,763,993,32,23,151,26,6,0,19,0,2,-75.6987966,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989182,45.3862017,-0.2,-2.7,13.4,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:21:978,227,86,763,995,32,24,157,26,4,0,19,0,2,-75.6987966,45.3853725,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989203,45.3862016,-0.4,-1.2,15.3,-0.5,-2.0,-6.0,8,8,
2026-03-10_00:56:22:078,242,94,763,989,32,24,170,26,4,0,19,0,2,-75.6987966,45.3853725,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989202,45.3862016,-0.6,-0.7,16.1,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:22:178,792,53,763,992,32,24,169,26,7,0,19,0,2,-75.6987967,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6987967,45.3853723,-0.6,-1.4,16.3,-0.6,-2.0,-6.0,8,8,20260310_005622.jpg
2026-03-10_00:56:22:278,259,100,763,992,32,24,169,26,7,0,19,0,2,-75.6987964,45.3853725,  32.7,   1.1,1.2, 0.1,0,92.7,-75.6989180,45.3862017,-0.6,-2.6,16.3,-0.6,-2.0,-5.9,8,8,
2026-03-10_00:56:22:378,91,108,763,992,32,24,163,26,1,0,19,0,2,-75.6987964,45.3853725,  32.7,   1.1,1.2, 0.1,0,92.7,-75.6989200,45.3862015,-0.5,-3.4,16.1,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:22:478,502,109,763,990,32,24,155,26,9,0,19,0,2,-75.6987964,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989200,45.3862015,-0.5,-3.6,16.0,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:22:578,3,110,763,996,32,24,161,26,0,0,19,0,2,-75.6987964,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989178,45.3862016,-0.5,-3.3,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:22:678,264,111,763,995,32,24,169,26,7,0,19,0,2,-75.6987964,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989178,45.3862016,-0.5,-3.0,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:22:778,440,107,763,996,32,24,166,26,6,0,19,0,2,-75.6987964,45.3853724,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989180,45.3862016,-0.5,-2.8,15.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:22:878,190,106,763,994,32,24,154,26,3,0,19,0,2,-75.6987965,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989200,45.3862014,-0.5,-2.7,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:22:978,190,106,763,994,32,24,154,26,3,0,19,0,2,-75.6987965,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989201,45.3862014,-0.7,-2.8,15.6,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:23:078,0,107,763,991,32,24,160,26,0,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989201,45.3862014,-0.8,-2.7,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:23:178,193,108,763,992,32,24,175,26,4,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989200,45.3862014,-0.9,-2.6,15.7,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:23:278,349,106,763,992,32,24,170,26,9,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989181,45.3862015,-0.9,-2.6,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:23:379,185,108,763,994,32,24,154,26,3,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989201,45.3862014,-0.8,-2.6,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:23:479,184,107,763,995,32,24,160,26,3,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989202,45.3862014,-0.7,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:23:579,79,106,763,994,32,24,169,26,0,0,19,0,2,-75.6987966,45.3853723,  32.7,   1.1,1.2, 0.0,0,92.7,-75.6989182,45.3862016,-0.7,-2.5,15.8,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:23:679,363,108,763,995,32,24,167,26,5,0,19,0,2,-75.6987966,45.3853724,  32.7,   1.2,1.2, 0.0,0,92.7,-75.6989203,45.3862015,-0.7,-2.5,15.9,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:23:779,363,108,763,995,32,24,167,26,5,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862042,-0.6,-2.5,15.9,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:23:879,348,111,763,995,32,24,166,26,6,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989186,45.3862043,-0.6,-2.5,15.9,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:23:979,0,110,763,993,32,24,160,26,2,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989186,45.3862043,-0.6,-2.5,15.9,-0.6,-2.2,-5.9,8,8,
2026-03-10_00:56:24:079,0,108,763,995,32,24,161,26,0,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989186,45.3862043,-0.6,-2.5,15.9,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:24:279,430,106,763,994,32,24,163,26,9,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862041,-0.7,-2.5,15.8,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:24:379,500,104,763,993,32,24,157,26,11,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862041,-0.8,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:24:479,458,106,763,994,32,24,160,26,9,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862041,-0.8,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:24:579,458,106,763,994,32,24,160,26,9,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862041,-0.7,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:24:679,249,102,763,994,32,24,173,26,4,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989187,45.3862042,-0.6,-2.5,15.8,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:24:779,560,102,763,992,32,24,169,26,13,0,19,0,2,-75.6987968,45.3853723,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989208,45.3862040,-0.6,-2.6,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:24:879,656,98,763,994,32,24,157,26,12,0,19,0,2,-75.6987968,45.3853722,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989208,45.3862040,-0.7,-2.7,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:24:980,516,96,763,993,32,24,157,26,7,0,19,0,2,-75.6987968,45.3853722,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989207,45.3862040,-0.8,-2.7,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:25:080,386,94,763,993,32,24,166,26,6,0,19,0,2,-75.6987968,45.3853722,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989186,45.3862041,-0.8,-2.6,15.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:25:180,453,106,763,993,32,24,170,26,0,0,19,0,2,-75.6987967,45.3853724,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989208,45.3862041,-0.8,-2.6,15.8,-0.8,-2.1,-5.9,8,8,20260310_005625.jpg
2026-03-10_00:56:25:280,0,91,763,996,32,24,164,26,1,0,19,0,2,-75.6987968,45.3853722,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989206,45.3862039,-0.8,-2.6,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:25:380,0,91,763,996,32,24,164,26,1,0,19,0,2,-75.6987968,45.3853721,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989206,45.3862039,-0.8,-2.6,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:25:480,0,91,763,995,32,24,157,26,2,0,19,0,2,-75.6987967,45.3853721,  32.7,   1.2,1.2, 0.0,0,93.0,-75.6989206,45.3862039,-0.8,-2.7,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:25:580,0,87,763,993,32,24,160,26,2,0,19,0,2,-75.6987967,45.3853721,  32.7,   1.2,1.2, 0.0,0,92.8,-75.6989203,45.3862020,-0.8,-2.7,15.8,-0.8,-2.2,-6.0,8,8,
2026-03-10_00:56:25:680,99,84,763,993,32,24,172,26,0,0,19,0,2,-75.6987967,45.3853721,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989203,45.3862020,-0.8,-2.7,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:25:780,59,82,763,993,32,24,167,26,0,0,19,0,2,-75.6987967,45.3853721,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989204,45.3862020,-0.7,-2.7,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:25:880,0,82,763,992,32,24,155,26,0,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989204,45.3862020,-0.7,-2.7,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:25:980,353,81,763,993,32,23,158,26,4,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989204,45.3862020,-0.7,-2.6,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:26:080,353,81,763,993,32,23,158,26,4,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989204,45.3862020,-0.8,-2.6,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:26:181,440,79,763,994,32,24,175,26,6,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989205,45.3862020,-0.8,-2.6,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:26:281,12,76,763,993,32,24,172,26,0,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989204,45.3862020,-0.7,-2.6,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:26:381,221,76,763,993,32,24,155,26,2,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989205,45.3862020,-0.6,-2.6,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:26:481,205,71,763,994,32,24,160,26,3,0,19,0,2,-75.6987967,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.8,-75.6989205,45.3862020,-0.5,-2.7,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:26:581,701,70,763,993,32,24,172,26,9,0,19,0,2,-75.6987968,45.3853720,  32.8,   1.2,1.2, 0.0,0,92.7,-75.6989204,45.3862011,-0.1,-2.6,15.6,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:26:681,262,63,763,993,32,24,172,26,2,0,19,0,2,-75.6987968,45.3853720,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989203,45.3862011, 0.1,-2.6,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:26:781,273,64,763,991,32,24,167,26,3,0,19,0,2,-75.6987968,45.3853720,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989183,45.3862013,-0.2,-2.6,15.5,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:26:881,273,64,763,991,32,24,167,26,3,0,19,0,2,-75.6987968,45.3853720,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989204,45.3862011,-0.7,-2.6,15.5,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:26:982,700,66,763,993,32,24,160,26,9,0,19,0,2,-75.6987968,45.3853719,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989203,45.3862010,-1.1,-2.7,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:27:082,596,64,763,994,32,24,163,26,9,0,19,0,2,-75.6987968,45.3853719,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989203,45.3862010,-1.1,-2.7,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:27:282,249,59,763,994,32,24,166,26,2,0,19,0,2,-75.6987968,45.3853719,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989204,45.3862010,-0.5,-2.7,15.5,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:27:382,441,58,763,993,32,24,158,26,7,0,19,0,2,-75.6987968,45.3853719,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989204,45.3862010,-0.3,-2.6,15.5,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:27:482,50,56,763,989,32,24,160,26,0,0,19,0,2,-75.6987968,45.3853719,  32.8,   1.3,1.2, 0.0,0,92.7,-75.6989204,45.3862009,-0.5,-2.5,15.5,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:27:582,480,55,763,989,32,23,172,26,5,0,19,0,2,-75.6987968,45.3853718,  32.8,   1.3,1.2, 0.0,0,92.8,-75.6989206,45.3862018,-0.7,-2.5,15.6,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:27:682,480,55,763,989,32,23,172,26,5,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.8,-2.5,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:27:782,0,49,763,991,32,24,172,26,5,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.8,-2.5,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:27:882,0,44,763,987,32,24,157,26,3,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.8,-2.6,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:27:983,0,42,763,991,32,24,160,26,10,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862017,-0.7,-2.7,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:28:083,0,39,763,987,32,24,166,26,3,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.6,-2.8,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:28:183,443,60,763,987,32,24,170,25,9,0,19,0,2,-75.6987968,45.3853719,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989203,45.3862010,-0.4,-2.8,15.7,-0.6,-2.1,-6.0,8,8,20260310_005628.jpg
2026-03-10_00:56:28:283,0,35,763,994,32,24,161,26,4,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862017,-0.4,-2.8,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:28:383,0,35,763,991,32,24,157,26,3,0,19,0,2,-75.6987967,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.4,-2.8,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:28:483,0,35,763,991,32,24,157,26,3,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989205,45.3862018,-0.6,-2.7,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:28:583,0,32,763,985,32,24,161,25,0,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.8,-75.6989204,45.3862017,-0.8,-2.6,15.7,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:28:683,0,32,763,988,32,24,172,26,2,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989200,45.3861990,-0.9,-2.4,15.6,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:28:783,0,31,763,980,32,24,169,25,2,0,19,0,2,-75.6987968,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989201,45.3861990,-0.9,-2.4,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:28:883,0,32,763,989,32,23,154,26,2,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989180,45.3861992,-0.7,-2.4,15.6,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:28:984,0,29,763,988,32,24,160,25,4,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989181,45.3861992,-0.5,-2.5,15.6,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:29:084,0,27,763,989,32,24,175,25,4,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989180,45.3861992,-0.4,-2.6,15.6,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:29:184,0,27,763,989,32,24,175,25,4,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989201,45.3861991,-0.4,-2.7,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:29:284,0,27,763,986,32,24,173,26,0,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989201,45.3861991,-0.6,-2.7,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:29:384,0,25,763,984,32,24,155,26,0,0,19,0,2,-75.6987968,45.3853718,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989181,45.3861992,-0.7,-2.7,15.7,-0.6,-2.1,-5.9,8,8,
