time,methane_concentration,light_intensity,absorption_peak,relativity,pcb_temperature,laser_temperature,tec_current,laser_housing_temperature,SNR,status,ver,err_code,flight_status,longitude,latitude,altitude,relative_altitude,home_distance,speed,dis_code,distance,dest_longitude,dest_latitude,uav_pitch,uav_roll,uav_yaw,gimbal_pitch,gimbal_roll,gimbal_yaw,camera_focal_length,camera_zoom,file_name
2026-03-10_00:56:29:484,0,25,763,976,32,24,160,25,3,0,19,0,2,-75.6987968,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989181,45.3861992,-0.8,-2.6,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:29:584,0,27,763,985,32,24,175,25,7,0,19,0,2,-75.6987969,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.5,-75.6989201,45.3861990,-0.8,-2.5,15.7,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:29:684,0,26,763,993,32,24,170,25,0,0,19,0,2,-75.6987969,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989200,45.3861981,-0.7,-2.6,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:29:785,0,26,763,991,32,24,167,25,2,0,19,0,2,-75.6987969,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989201,45.3861981,-0.6,-2.6,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:29:884,0,24,763,986,32,24,157,26,0,0,19,0,2,-75.6987969,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989201,45.3861981,-0.6,-2.5,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:29:985,0,24,763,986,32,24,157,26,0,0,19,0,2,-75.6987969,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989202,45.3861981,-0.7,-2.3,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:30:085,0,22,763,984,32,24,166,25,2,0,19,0,2,-75.6987970,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989201,45.3861981,-0.8,-2.3,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:30:185,0,21,763,985,32,24,175,25,1,0,19,0,2,-75.6987970,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989201,45.3861981,-0.8,-2.4,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:30:285,0,20,763,984,32,24,169,25,6,0,19,0,2,-75.6987970,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989202,45.3861981,-0.7,-2.6,15.7,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:30:385,0,21,763,983,32,24,160,25,3,0,19,0,2,-75.6987970,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989182,45.3861983,-0.5,-2.6,15.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:30:485,0,19,763,983,32,24,161,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989203,45.3861981,-0.4,-2.5,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:30:585,0,19,763,981,32,24,173,25,6,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.3,1.2, 0.0,0,92.4,-75.6989202,45.3861981,-0.6,-2.3,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:30:685,0,20,763,986,32,24,172,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989184,45.3861991,-0.7,-2.3,15.7,-0.6,-2.2,-5.9,8,8,
2026-03-10_00:56:30:785,0,20,763,986,32,24,172,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989183,45.3861991,-0.8,-2.3,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:30:885,0,19,763,982,32,24,160,25,3,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861990,-0.9,-2.3,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:30:985,0,19,763,976,32,24,163,25,6,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861990,-1.0,-2.4,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:31:085,0,16,763,973,32,24,176,25,1,0,19,0,2,-75.6987972,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989203,45.3861989,-1.0,-2.4,15.8,-0.8,-2.2,-6.0,8,8,
2026-03-10_00:56:31:185,0,17,763,981,32,24,172,25,6,0,19,0,2,-75.6987972,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861990,-0.9,-2.3,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:31:285,0,16,763,949,32,24,163,25,10,0,19,0,2,-75.6987972,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861990,-0.8,-2.3,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:31:385,0,17,763,992,32,24,161,25,5,0,19,0,2,-75.6987972,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861990,-0.7,-2.2,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:31:486,0,15,763,984,32,24,169,25,1,0,19,0,2,-75.6987972,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989184,45.3861991,-0.7,-2.2,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:31:586,0,15,763,984,32,24,169,25,1,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.5,-75.6989184,45.3861992,-0.7,-2.2,15.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:31:686,0,14,763,973,32,24,175,25,1,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989180,45.3861965,-0.7,-2.2,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:31:786,0,13,763,952,32,24,167,25,1,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989201,45.3861963,-0.7,-2.3,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:31:886,0,12,763,965,32,24,160,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989200,45.3861963,-0.7,-2.4,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:31:986,0,13,763,968,32,24,166,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989159,45.3861966,-0.8,-2.4,15.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:32:086,0,10,763,979,32,24,173,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989179,45.3861965,-0.8,-2.4,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:32:186,0,10,763,964,32,24,169,25,5,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989179,45.3861965,-0.7,-2.3,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:32:286,0,10,763,964,32,24,169,25,5,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989200,45.3861964,-0.6,-2.2,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:32:386,0,9,763,965,32,24,160,25,2,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989200,45.3861964,-0.6,-2.3,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:32:486,0,11,763,949,32,24,158,25,1,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989180,45.3861965,-0.6,-2.4,15.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:32:586,0,11,763,965,32,24,172,25,1,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989200,45.3861964,-0.7,-2.5,15.7,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:32:686,0,9,763,959,32,24,172,25,0,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861964,-0.8,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:32:786,0,9,763,981,32,24,169,25,2,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861964,-0.9,-2.4,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:32:886,0,7,763,841,32,24,161,25,1,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861963,-0.9,-2.5,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:32:986,0,8,763,956,32,24,164,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861963,-1.0,-2.5,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:33:086,0,8,763,956,32,24,164,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861963,-1.0,-2.5,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:33:187,0,9,763,955,32,24,172,25,5,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989179,45.3861965,-1.0,-2.5,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:33:287,0,8,763,941,32,24,170,25,0,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989178,45.3861965,-1.1,-2.5,15.7,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:33:387,0,7,763,809,32,24,160,25,3,0,19,0,2,-75.6987971,45.3853717,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861964,-1.1,-2.4,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:33:487,0,7,763,820,32,23,161,25,10,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989200,45.3861964,-1.1,-2.3,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:33:587,0,6,763,900,32,24,176,25,2,0,19,0,2,-75.6987971,45.3853718,  32.9,   1.4,1.2, 0.0,0,92.2,-75.6989199,45.3861964,-0.9,-2.2,15.8,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:33:687,0,7,763,980,32,24,173,25,0,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989196,45.3861937,-0.7,-2.3,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:33:787,0,8,763,900,32,24,160,25,4,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989197,45.3861937,-0.6,-2.3,15.9,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:33:887,0,8,763,900,32,24,160,25,4,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989197,45.3861937,-0.7,-2.5,15.9,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:33:987,0,6,763,897,32,24,163,25,5,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989197,45.3861937,-0.7,-2.5,15.9,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:34:087,0,6,763,884,32,24,170,25,4,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989196,45.3861937,-0.7,-2.5,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:187,0,6,763,847,32,24,177,25,3,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989196,45.3861937,-0.7,-2.4,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:287,0,7,763,839,32,24,169,25,2,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989196,45.3861937,-0.6,-2.2,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:387,0,7,763,897,32,24,158,25,0,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989197,45.3861938,-0.6,-2.2,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:487,0,7,763,986,32,24,173,25,2,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989197,45.3861938,-0.6,-2.4,16.0,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:34:587,0,6,763,855,32,23,166,25,7,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989198,45.3861938,-0.8,-2.6,16.0,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:34:687,0,6,763,855,32,23,166,25,7,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989179,45.3861957,-1.0,-2.6,16.0,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:34:787,0,6,763,801,32,23,170,25,0,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861955,-1.1,-2.4,16.0,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:887,0,7,763,948,32,24,161,25,2,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861955,-1.1,-2.1,16.0,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:34:988,0,9,763,980,32,24,163,25,4,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861956,-0.9,-2.0,16.0,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:35:088,0,7,763,975,32,24,179,25,1,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861956,-0.7,-2.0,16.0,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:35:188,0,7,763,853,32,24,173,25,3,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989201,45.3861956,-0.7,-2.2,16.0,-0.6,-2.0,-6.0,8,8,
2026-03-10_00:56:35:288,0,6,763,848,32,24,167,25,0,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861955,-0.9,-2.6,16.0,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:35:388,0,6,763,848,32,24,167,25,0,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861955,-1.2,-2.9,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:35:488,0,8,763,869,32,24,161,25,0,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989179,45.3861956,-1.3,-2.9,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:35:588,0,8,763,793,32,24,170,25,7,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989179,45.3861956,-1.1,-2.6,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:35:688,0,6,763,978,32,24,175,25,1,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,92.1,-75.6989179,45.3861956,-0.9,-2.3,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:35:788,0,7,763,972,32,24,167,25,4,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989196,45.3861936,-0.7,-2.1,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:35:888,0,6,763,984,32,24,161,25,1,0,19,0,2,-75.6987971,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989197,45.3861936,-0.7,-2.4,15.9,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:35:988,0,5,763,835,32,24,166,25,1,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989196,45.3861936,-0.9,-2.7,15.9,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:36:088,0,6,763,780,32,24,176,25,4,0,19,0,2,-75.6987971,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989196,45.3861936,-1.0,-3.0,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:36:188,0,6,763,780,32,24,176,25,4,0,19,0,2,-75.6987971,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989176,45.3861938,-1.0,-3.1,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:36:288,0,6,763,831,32,24,172,25,3,0,19,0,2,-75.6987971,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989176,45.3861938,-0.8,-2.9,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:36:388,0,6,763,820,32,24,161,25,1,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989196,45.3861937,-0.6,-2.5,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:36:488,0,5,763,975,32,24,163,25,5,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989197,45.3861937,-0.5,-2.2,15.9,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:36:588,0,6,763,973,32,24,177,25,3,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.5,1.2, 0.0,0,91.9,-75.6989198,45.3861937,-0.5,-2.1,15.8,-0.6,-2.0,-6.0,8,8,
2026-03-10_00:56:36:689,0,7,763,822,32,24,172,25,5,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989177,45.3861938,-0.8,-2.2,15.8,-0.6,-2.0,-5.9,8,8,
2026-03-10_00:56:36:789,0,7,763,969,32,24,158,25,1,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989200,45.3861955,-1.1,-2.6,15.8,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:36:889,0,6,763,830,32,24,157,25,4,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861955,-1.2,-2.7,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:36:989,0,6,763,830,32,24,157,25,4,0,19,0,2,-75.6987972,45.3853717,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861955,-1.1,-2.6,15.8,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:37:089,0,6,763,874,32,24,166,25,2,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861955,-0.9,-2.3,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:189,0,7,763,936,32,24,176,25,2,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861955,-0.6,-2.2,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:289,0,5,763,965,32,24,172,25,2,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989178,45.3861957,-0.6,-2.2,15.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:37:389,0,6,763,827,32,24,161,25,2,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989199,45.3861956,-0.7,-2.4,15.8,-0.6,-2.2,-6.0,8,8,
2026-03-10_00:56:37:489,0,5,763,815,32,24,164,25,0,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989198,45.3861955,-0.8,-2.6,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:589,0,9,763,900,32,24,179,25,0,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989198,45.3861956,-0.9,-2.6,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:689,0,2,763,656,32,24,173,25,0,0,19,0,2,-75.6987970,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.1,-75.6989197,45.3861956,-0.9,-2.5,15.9,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:37:789,0,2,763,656,32,24,173,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989195,45.3861938,-0.8,-2.4,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:889,0,7,763,855,32,24,163,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989195,45.3861938,-0.7,-2.3,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:37:989,0,8,763,691,32,24,160,25,2,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989174,45.3861940,-0.8,-2.3,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:38:089,0,7,763,873,32,24,169,25,3,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989173,45.3861940,-0.9,-2.4,15.9,-0.8,-2.2,-5.9,8,8,
2026-03-10_00:56:38:189,0,1,763,589,32,24,176,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989174,45.3861940,-0.9,-2.5,15.9,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:38:289,0,7,763,798,32,24,172,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989194,45.3861938,-0.9,-2.6,15.9,-0.8,-2.1,-6.0,8,8,
2026-03-10_00:56:38:389,0,12,763,896,32,24,160,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989194,45.3861938,-0.8,-2.6,15.9,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:38:489,0,12,763,896,32,24,160,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,91.9,-75.6989195,45.3861938,-0.6,-2.6,15.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:38:590,0,2,763,653,32,24,167,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989202,45.3861983,-0.6,-2.5,15.9,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:38:690,0,2,763,214,32,24,175,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989203,45.3861983,-0.7,-2.4,15.9,-0.5,-2.1,-6.0,8,8,
2026-03-10_00:56:38:790,0,3,763,799,32,24,177,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.8,-2.1,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:38:890,0,7,763,917,32,24,160,25,4,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989202,45.3861983,-0.9,-2.0,15.8,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:38:990,0,5,763,848,32,24,163,25,0,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.9,-2.1,15.8,-0.8,-2.0,-6.0,8,8,
2026-03-10_00:56:39:090,0,5,763,866,32,24,172,25,3,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.9,-2.4,15.7,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:39:190,0,5,763,830,32,24,177,25,1,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.9,-2.6,15.8,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:39:290,0,5,763,830,32,24,177,25,1,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.8,-2.8,15.7,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:39:390,0,3,763,830,32,24,172,25,5,0,19,0,2,-75.6987969,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-0.8,-2.7,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:39:490,0,5,763,827,32,24,163,25,6,0,19,0,2,-75.6987969,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989180,45.3861984,-0.9,-2.6,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:39:590,0,7,763,764,32,24,169,25,0,0,19,0,2,-75.6987969,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-1.0,-2.5,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:39:690,0,5,763,814,32,24,175,25,2,0,19,0,2,-75.6987969,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989179,45.3861984,-1.2,-2.4,15.6,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:39:791,0,4,763,813,32,24,172,25,0,0,19,0,2,-75.6987969,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-1.2,-2.4,15.6,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:39:891,0,7,763,801,32,24,163,25,3,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-1.1,-2.5,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:39:991,0,6,763,847,32,24,161,25,2,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-1.0,-2.7,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:091,0,6,763,847,32,24,161,25,2,0,19,0,2,-75.6987970,45.3853719,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861983,-1.1,-2.7,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:191,0,5,763,822,32,24,177,25,1,0,19,0,2,-75.6987970,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861982,-1.2,-2.7,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:291,0,5,763,972,32,24,175,25,0,0,19,0,2,-75.6987970,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989201,45.3861982,-1.3,-2.6,15.5,-0.8,-2.1,-6.0,8,8,
